,NOC,Team,Year,Continent,Medal
3408,SRI,Sri Lanka,2016,Asia,0
3409,SSD,South Sudan,2016,,0
3410,STP,Sao Tome and Principe,1996,Africa,0
3411,STP,Sao Tome and Principe,2000,Africa,0
3412,STP,Sao Tome and Principe,2004,Africa,0
3413,STP,Sao Tome and Principe,2008,Africa,0
3414,STP,Sao Tome and Principe,2012,Africa,0
3415,STP,Sao Tome and Principe,2016,Africa,0
3416,SUD,Sudan,1960,Africa,0
3417,SUD,Sudan,1968,Africa,0
3418,SUD,Sudan,1972,Africa,0
3419,SUD,Sudan,1984,Africa,0
3420,SUD,Sudan,1988,Africa,0
3421,SUD,Sudan,1992,Africa,0
3422,SUD,Sudan,1996,Africa,0
3423,SUD,Sudan,2000,Africa,0
3424,SUD,Sudan,2004,Africa,0
3425,SUD,Sudan,2008,Africa,1
3426,SUD,Sudan,2012,Africa,0
3427,SUD,Sudan,2016,Africa,0
3428,SUI,Alain IV,1964,Europe,0
3429,SUI,Ali-Baba II,1948,Europe,0
3430,SUI,Ali-Baba IV,1952,Europe,0
3431,SUI,Ali-Baba IX,1964,Europe,0
3432,SUI,Ali-Baba VI,1960,Europe,0
3433,SUI,Baccara,1960,Europe,0
3434,SUI,Ballerina IV,1960,Europe,3
3435,SUI,Fantasio III,1960,Europe,0
3436,SUI,Kln,1936,Europe,0
3437,SUI,Lerina,1900,Europe,6
3438,SUI,Pousse-Moi Pas VII,1964,Europe,0
3439,SUI,Switzerland,1896,Europe,3
3440,SUI,Switzerland,1900,Europe,15
3441,SUI,Switzerland,1904,Europe,3
3442,SUI,Switzerland,1906,Europe,12
3443,SUI,Switzerland,1908,Europe,0
3444,SUI,Switzerland,1912,Europe,2
3445,SUI,Switzerland,1920,Europe,29
3446,SUI,Switzerland,1924,Europe,60
3447,SUI,Switzerland,1928,Europe,30
3448,SUI,Switzerland,1932,Europe,1
3449,SUI,Switzerland,1936,Europe,52
3450,SUI,Switzerland,1948,Europe,36
3451,SUI,Switzerland,1952,Europe,33
3452,SUI,Switzerland,1956,Europe,3
3453,SUI,Switzerland,1960,Europe,9
3454,SUI,Switzerland,1964,Europe,6
3455,SUI,Switzerland,1968,Europe,13
3456,SUI,Switzerland,1972,Europe,8
3457,SUI,Switzerland,1976,Europe,10
3458,SUI,Switzerland,1980,Europe,2
3459,SUI,Switzerland,1984,Europe,13
3460,SUI,Switzerland,1988,Europe,8
3461,SUI,Switzerland,1992,Europe,1
3462,SUI,Switzerland,1996,Europe,11
3463,SUI,Switzerland,2000,Europe,14
3464,SUI,Switzerland,2004,Europe,5
3465,SUI,Switzerland,2008,Europe,11
3466,SUI,Switzerland,2012,Europe,4
3467,SUI,Switzerland,2016,Europe,11
3468,SUI,Switzerland-1,1924,Europe,0
3469,SUI,Switzerland-1,2004,Europe,0
3470,SUI,Switzerland-1,2008,Europe,0
3471,SUI,Switzerland-1,2012,Europe,0
3472,SUI,Switzerland-1,2016,Europe,0
3473,SUI,Switzerland-2,1924,Europe,0
3474,SUI,Switzerland-2,2004,Europe,2
3475,SUI,Switzerland-2,2008,Europe,0
3476,SUI,Switzerland-2,2012,Europe,0
3477,SUI,Switzerland-2,2016,Europe,0
3478,SUI,Tim-Tam III,1952,Europe,0
3479,SUI,Ylliam II,1936,Europe,0
3480,SUI,Ylliam VII,1948,Europe,0
3481,SUI,Ylliam VIII,1952,Europe,0
3482,SUR,Suriname,1968,Americas,0
3483,SUR,Suriname,1972,Americas,0
3484,SUR,Suriname,1976,Americas,0
3485,SUR,Suriname,1984,Americas,0
3486,SUR,Suriname,1988,Americas,1
3487,SUR,Suriname,1992,Americas,1
3488,SUR,Suriname,1996,Americas,0
3489,SUR,Suriname,2000,Americas,0
3490,SUR,Suriname,2004,Americas,0
3491,SUR,Suriname,2008,Americas,0
3492,SUR,Suriname,2012,Americas,0
3493,SUR,Suriname,2016,Americas,0
3494,SVK,Slovakia,1996,Europe,3
3495,SVK,Slovakia,2000,Europe,6
3496,SVK,Slovakia,2004,Europe,10
3497,SVK,Slovakia,2008,Europe,10
3498,SVK,Slovakia,2012,Europe,5
3499,SVK,Slovakia,2016,Europe,8
3500,SVK,Slovakia-1,1996,Europe,0
3501,SVK,Slovakia-1,2004,Europe,0
3502,SVK,Slovakia-2,1996,Europe,0
3503,SVK,Slovakia-2,2004,Europe,0
3504,SWE,Ali-Baba II,1948,Europe,5
3505,SWE,Aloha II,1924,Europe,0
3506,SWE,Bissbi,1932,Europe,4
3507,SWE,Briar,2008,Europe,0
3508,SWE,Chance,1948,Europe,0
3509,SWE,Denmark/Sweden,1900,Europe,3
3510,SWE,Elsie,1920,Europe,4
3511,SWE,Erna Signe,1912,Europe,10
3512,SWE,Floresco,2008,Europe,0
3513,SWE,Freja,1908,Europe,0
3514,SWE,Galejan,1960,Europe,0
3515,SWE,Gteborgs Roddfrening-2,1912,Europe,0
3516,SWE,Gteborgs Roddklubb-1,1912,Europe,0
3517,SWE,Hayama,1964,Europe,0
3518,SWE,Hojwa,1952,Europe,3
3519,SWE,Humbug V,1964,Europe,2
3520,SWE,Ilderim,1936,Europe,0
3521,SWE,Ingegerd,1928,Europe,0
3522,SWE,K.S.S.S. 1912-2,1912,Europe,0
3523,SWE,Kerstin-1,1912,Europe,3
3524,SWE,Kitty-1,1912,Europe,8
3525,SWE,Kuling,1964,Europe,0
3526,SWE,Kullan,1920,Europe,3
3527,SWE,Lasha,1960,Europe,0
3528,SWE,Lotta IV,1948,Europe,0
3529,SWE,Lotta IV,1952,Europe,0
3530,SWE,Marga-2,1912,Europe,0
3531,SWE,Mari,1960,Europe,0
3532,SWE,May Be,1936,Europe,5
3533,SWE,May Be VII,1952,Europe,0
3534,SWE,Roddklubben af 1912-1,1912,Europe,5
3535,SWE,Roddklubben af 1912-2,1912,Europe,0
3536,SWE,Rush V,1956,Europe,3
3537,SWE,Rush VII,1964,Europe,3
3538,SWE,Saga-2,1908,Europe,0
3539,SWE,Sans Atout-1,1912,Europe,5
3540,SWE,Sass-2,1912,Europe,0
3541,SWE,Sif,1920,Europe,4
3542,SWE,Sjovinge,1960,Europe,0
3543,SWE,Slaghoken,1948,Europe,3
3544,SWE,Slaghoken II,1956,Europe,3
3545,SWE,Solos Carex,2008,Europe,0
3546,SWE,Sunshine,1936,Europe,2
3547,SWE,Sweden,1896,Europe,0
3548,SWE,Sweden,1900,Europe,1
3549,SWE,Sweden,1906,Europe,21
3550,SWE,Sweden,1908,Europe,79
3551,SWE,Sweden,1912,Europe,153
3552,SWE,Sweden,1920,Europe,143
3553,SWE,Sweden,1924,Europe,72
3554,SWE,Sweden,1928,Europe,31
3555,SWE,Sweden,1932,Europe,26
3556,SWE,Sweden,1936,Europe,28
3557,SWE,Sweden,1948,Europe,67
3558,SWE,Sweden,1952,Europe,64
3559,SWE,Sweden,1956,Europe,28
3560,SWE,Sweden,1960,Europe,7
3561,SWE,Sweden,1964,Europe,10
3562,SWE,Sweden,1968,Europe,9
3563,SWE,Sweden,1972,Europe,22
3564,SWE,Sweden,1976,Europe,10
3565,SWE,Sweden,1980,Europe,20
3566,SWE,Sweden,1984,Europe,34
3567,SWE,Sweden,1988,Europe,16
3568,SWE,Sweden,1992,Europe,35
3569,SWE,Sweden,1996,Europe,31
3570,SWE,Sweden,2000,Europe,32
3571,SWE,Sweden,2004,Europe,12
3572,SWE,Sweden,2008,Europe,5
3573,SWE,Sweden,2012,Europe,22
3574,SWE,Sweden,2016,Europe,28
3575,SWE,Sweden-1,1912,Europe,2
3576,SWE,Sweden-1,1920,Europe,0
3577,SWE,Sweden-1,1924,Europe,0
3578,SWE,Sweden-1,1988,Europe,0
3579,SWE,Sweden-1,1992,Europe,0
3580,SWE,Sweden-1,1996,Europe,0
3581,SWE,Sweden-1,2000,Europe,0
3582,SWE,Sweden-1,2008,Europe,0
3583,SWE,Sweden-2,1912,Europe,2
3584,SWE,Sweden-2,1920,Europe,0
3585,SWE,Sweden-2,1924,Europe,0
3586,SWE,Sweden-2,1988,Europe,0
3587,SWE,Sweden-2,1992,Europe,0
3588,SWE,Sweden-2,1996,Europe,0
3589,SWE,Sweden-2,2000,Europe,0
3590,SWE,Sweden-2,2004,Europe,0
3591,SWE,Sweden-2,2008,Europe,2
3592,SWE,Sweden-3,1912,Europe,2
3593,SWE,Sweden-4,1912,Europe,0
3594,SWE,Swedish Star,1932,Europe,2
3595,SWE,Sylvia,1928,Europe,6
3596,SWE,Tornado,1952,Europe,3
3597,SWE,Vaxholm Roddklubb,1912,Europe,0
3598,SWE,Vinga-1,1908,Europe,5
3599,SWZ,Swaziland,1972,Africa,0
3600,SWZ,Swaziland,1984,Africa,0
3601,SWZ,Swaziland,1988,Africa,0
3602,SWZ,Swaziland,1992,Africa,0
3603,SWZ,Swaziland,1996,Africa,0
3604,SWZ,Swaziland,2000,Africa,0
3605,SWZ,Swaziland,2004,Africa,0
3606,SWZ,Swaziland,2008,Africa,0
3607,SWZ,Swaziland,2012,Africa,0
3608,SWZ,Swaziland,2016,Africa,0
3609,SYR,Syria,1948,Asia,0
3610,SYR,Syria,1968,Asia,0
3611,SYR,Syria,1972,Asia,0
3612,SYR,Syria,1980,Asia,0
3613,SYR,Syria,1984,Asia,1
3614,SYR,Syria,1988,Asia,0
3615,SYR,Syria,1992,Asia,0
3616,SYR,Syria,1996,Asia,1
3617,SYR,Syria,2000,Asia,0
3618,SYR,Syria,2004,Asia,1
3619,SYR,Syria,2008,Asia,0
3620,SYR,Syria,2012,Asia,0
3621,SYR,Syria,2016,Asia,0
3622,TAN,Tanzania,1964,Africa,0
3623,TAN,Tanzania,1968,Africa,0
3624,TAN,Tanzania,1972,Africa,0
3625,TAN,Tanzania,1980,Africa,2
3626,TAN,Tanzania,1984,Africa,0
3627,TAN,Tanzania,1988,Africa,0
3628,TAN,Tanzania,1992,Africa,0
3629,TAN,Tanzania,1996,Africa,0
3630,TAN,Tanzania,2000,Africa,0
3631,TAN,Tanzania,2004,Africa,0
3632,TAN,Tanzania,2008,Africa,0
3633,TAN,Tanzania,2012,Africa,0
3634,TAN,Tanzania,2016,Africa,0
3635,TCH,Czechoslovakia,1920,,10
3636,TCH,Czechoslovakia,1924,,10
3637,TCH,Czechoslovakia,1928,,16
3638,TCH,Czechoslovakia,1932,,6
3639,TCH,Czechoslovakia,1936,,18
3640,TCH,Czechoslovakia,1948,,20
3641,TCH,Czechoslovakia,1952,,25
3642,TCH,Czechoslovakia,1956,,7
3643,TCH,Czechoslovakia,1960,,22
3644,TCH,Czechoslovakia,1964,,54
3645,TCH,Czechoslovakia,1968,,29
3646,TCH,Czechoslovakia,1972,,29
3647,TCH,Czechoslovakia,1976,,15
3648,TCH,Czechoslovakia,1980,,51
3649,TCH,Czechoslovakia,1988,,10
3650,TCH,Czechoslovakia,1992,,6
3651,TCH,Czechoslovakia-1,1920,,0
3652,TCH,Czechoslovakia-1,1924,,0
3653,TCH,Czechoslovakia-1,1972,,0
3654,TCH,Czechoslovakia-1,1992,,2
3655,TCH,Czechoslovakia-2,1924,,0
3656,TCH,Czechoslovakia-2,1972,,0
3657,TCH,Czechoslovakia-2,1992,,0
3658,TCH,Czechoslovakia-3,1920,,0
3659,TCH,Czechoslovakia-3,1972,,0
3660,TCH,Czechoslovakia-3,1992,,0
3661,TGA,Tonga,1984,Oceania,0
3662,TGA,Tonga,1988,Oceania,0
3663,TGA,Tonga,1992,Oceania,0
3664,TGA,Tonga,1996,Oceania,1
3665,TGA,Tonga,2000,Oceania,0
3666,TGA,Tonga,2004,Oceania,0
3667,TGA,Tonga,2008,Oceania,0
3668,TGA,Tonga,2012,Oceania,0
3669,TGA,Tonga,2016,Oceania,0
3670,THA,Linglom,1964,Asia,0
3671,THA,Siames-Cat,1960,Asia,0
3672,THA,Thailand,1952,Asia,0
3673,THA,Thailand,1956,Asia,0
3674,THA,Thailand,1960,Asia,0
3675,THA,Thailand,1964,Asia,0
3676,THA,Thailand,1968,Asia,0
3677,THA,Thailand,1972,Asia,0
3678,THA,Thailand,1976,Asia,1
3679,THA,Thailand,1984,Asia,1
3680,THA,Thailand,1988,Asia,1
3681,THA,Thailand,1992,Asia,1
3682,THA,Thailand,1996,Asia,2
3683,THA,Thailand,2000,Asia,3
3684,THA,Thailand,2004,Asia,8
3685,THA,Thailand,2008,Asia,4
3686,THA,Thailand,2012,Asia,3
3687,THA,Thailand,2016,Asia,6
3688,THA,Thailand-1,1996,Asia,0
3689,THA,Thailand-1,2004,Asia,0
3690,THA,Thailand-2,1996,Asia,0
3691,THA,Thailand-2,2004,Asia,0
3692,THA,Tichiboo,1956,Asia,0
3693,TJK,Tajikistan,1996,Asia,0
3694,TJK,Tajikistan,2000,Asia,0
3695,TJK,Tajikistan,2004,Asia,0
3696,TJK,Tajikistan,2008,Asia,2
3697,TJK,Tajikistan,2012,Asia,1
3698,TJK,Tajikistan,2016,Asia,1
3699,TKM,Turkmenistan,1996,Asia,0
3700,TKM,Turkmenistan,2000,Asia,0
3701,TKM,Turkmenistan,2004,Asia,0
3702,TKM,Turkmenistan,2008,Asia,0
3703,TKM,Turkmenistan,2012,Asia,0
3704,TKM,Turkmenistan,2016,Asia,0
3705,TLS,Timor Leste,2004,Asia,0
3706,TLS,Timor Leste,2008,Asia,0
3707,TLS,Timor Leste,2012,Asia,0
3708,TLS,Timor Leste,2016,Asia,0
3709,TOG,Togo,1972,Africa,0
3710,TOG,Togo,1984,Africa,0
3711,TOG,Togo,1988,Africa,0
3712,TOG,Togo,1992,Africa,0
3713,TOG,Togo,1996,Africa,0
3714,TOG,Togo,2000,Africa,0
3715,TOG,Togo,2004,Africa,0
3716,TOG,Togo,2008,Africa,1
3717,TOG,Togo,2012,Africa,0
3718,TOG,Togo,2016,Africa,0
3719,TPE,Chinese Taipei,1956,Asia,0
3720,TPE,Chinese Taipei,1960,Asia,1
3721,TPE,Chinese Taipei,1964,Asia,0
3722,TPE,Chinese Taipei,1968,Asia,1
3723,TPE,Chinese Taipei,1972,Asia,0
3724,TPE,Chinese Taipei,1984,Asia,1
3725,TPE,Chinese Taipei,1988,Asia,0
3726,TPE,Chinese Taipei,1992,Asia,20
3727,TPE,Chinese Taipei,1996,Asia,1
3728,TPE,Chinese Taipei,2000,Asia,5
3729,TPE,Chinese Taipei,2004,Asia,9
3730,TPE,Chinese Taipei,2008,Asia,4
3731,TPE,Chinese Taipei,2012,Asia,2
3732,TPE,Chinese Taipei,2016,Asia,5
3733,TPE,Chinese Taipei-1,1988,Asia,0
3734,TPE,Chinese Taipei-1,1996,Asia,0
3735,TPE,Chinese Taipei-1,2000,Asia,0
3736,TPE,Chinese Taipei-2,1988,Asia,0
3737,TPE,Chinese Taipei-2,1996,Asia,0
3738,TPE,Chinese Taipei-2,2000,Asia,0
3739,TTO,Firebird II,1964,,0
3740,TTO,Trinidad and Tobago,1948,,1
3741,TTO,Trinidad and Tobago,1952,,2
3742,TTO,Trinidad and Tobago,1956,,0
3743,TTO,Trinidad and Tobago,1964,,6
3744,TTO,Trinidad and Tobago,1968,,0
3745,TTO,Trinidad and Tobago,1972,,0
3746,TTO,Trinidad and Tobago,1976,,1
3747,TTO,Trinidad and Tobago,1980,,0
3748,TTO,Trinidad and Tobago,1984,,0
3749,TTO,Trinidad and Tobago,1988,,0
3750,TTO,Trinidad and Tobago,1992,,0
3751,TTO,Trinidad and Tobago,1996,,2
3752,TTO,Trinidad and Tobago,2000,,2
3753,TTO,Trinidad and Tobago,2004,,1
3754,TTO,Trinidad and Tobago,2008,,6
3755,TTO,Trinidad and Tobago,2012,,10
3756,TTO,Trinidad and Tobago,2016,,1
3757,TUN,Tunisia,1960,Africa,0
3758,TUN,Tunisia,1964,Africa,2
3759,TUN,Tunisia,1968,Africa,2
3760,TUN,Tunisia,1972,Africa,1
3761,TUN,Tunisia,1976,Africa,0
3762,TUN,Tunisia,1984,Africa,0
3763,TUN,Tunisia,1988,Africa,0
3764,TUN,Tunisia,1992,Africa,0
3765,TUN,Tunisia,1996,Africa,1
3766,TUN,Tunisia,2000,Africa,0
3767,TUN,Tunisia,2004,Africa,0
3768,TUN,Tunisia,2008,Africa,1
3769,TUN,Tunisia,2012,Africa,3
3770,TUN,Tunisia,2016,Africa,3
3771,TUR,Cuxhaven,1936,Asia,0
3772,TUR,Marmara,1936,Asia,0
3773,TUR,Turkey,1906,Asia,0
3774,TUR,Turkey,1912,Asia,0
3775,TUR,Turkey,1924,Asia,0
3776,TUR,Turkey,1928,Asia,0
3777,TUR,Turkey,1932,Asia,0
3778,TUR,Turkey,1936,Asia,2
3779,TUR,Turkey,1948,Asia,12
3780,TUR,Turkey,1952,Asia,3
3781,TUR,Turkey,1956,Asia,7
3782,TUR,Turkey,1960,Asia,9
3783,TUR,Turkey,1964,Asia,6
3784,TUR,Turkey,1968,Asia,2
3785,TUR,Turkey,1972,Asia,1
3786,TUR,Turkey,1976,Asia,0
3787,TUR,Turkey,1984,Asia,3
3788,TUR,Turkey,1988,Asia,2
3789,TUR,Turkey,1992,Asia,6
3790,TUR,Turkey,1996,Asia,6
3791,TUR,Turkey,2000,Asia,5
3792,TUR,Turkey,2004,Asia,11
3793,TUR,Turkey,2008,Asia,7
3794,TUR,Turkey,2012,Asia,5
3795,TUR,Turkey,2016,Asia,8
3796,TUV,Tuvalu,2008,,0
3797,TUV,Tuvalu,2012,,0
3798,TUV,Tuvalu,2016,,0
3799,UAE,United Arab Emirates,1984,Asia,0
3800,UAE,United Arab Emirates,1988,Asia,0
3801,UAE,United Arab Emirates,1992,Asia,0
3802,UAE,United Arab Emirates,1996,Asia,0
3803,UAE,United Arab Emirates,2000,Asia,0
3804,UAE,United Arab Emirates,2004,Asia,1
3805,UAE,United Arab Emirates,2008,Asia,0
3806,UAE,United Arab Emirates,2012,Asia,0
3807,UAE,United Arab Emirates,2016,Asia,1
3808,UAR,United Arab Republic,1960,,2
3809,UGA,Uganda,1956,Africa,0
3810,UGA,Uganda,1960,Africa,0
3811,UGA,Uganda,1964,Africa,0
3812,UGA,Uganda,1968,Africa,2
3813,UGA,Uganda,1972,Africa,2
3814,UGA,Uganda,1980,Africa,1
3815,UGA,Uganda,1984,Africa,0
3816,UGA,Uganda,1988,Africa,0
3817,UGA,Uganda,1992,Africa,0
3818,UGA,Uganda,1996,Africa,1
3819,UGA,Uganda,2000,Africa,0
3820,UGA,Uganda,2004,Africa,0
3821,UGA,Uganda,2008,Africa,0
3822,UGA,Uganda,2012,Africa,1
3823,UGA,Uganda,2016,Africa,0
3824,UKR,Ukraine,1996,Europe,34
3825,UKR,Ukraine,2000,Europe,35
3826,UKR,Ukraine,2004,Europe,47
3827,UKR,Ukraine,2008,Europe,31
3828,UKR,Ukraine,2012,Europe,26
3829,UKR,Ukraine,2016,Europe,15
3830,UKR,Ukraine-1,2008,Europe,0
3831,UKR,Ukraine-1,2016,Europe,0
3832,UKR,Ukraine-2,2008,Europe,0
3833,UKR,Ukraine-2,2016,Europe,0
3834,UNK,Unknown,1912,,0
3835,URS,Almaz,1964,,0
3836,URS,Burevestnik,1952,,0
3837,URS,Druzhba,1956,,0
3838,URS,Druzhba,1964,,0
3839,URS,Kon-Tiki,1956,,0
3840,URS,Korshun,1952,,0
3841,URS,Neptun II,1956,,0
3842,URS,Nokaut II,1960,,0
3843,URS,Olen,1964,,0
3844,URS,Persey,1960,,0
3845,URS,Soviet Union,1952,,117
3846,URS,Soviet Union,1956,,169
3847,URS,Soviet Union,1960,,167
3848,URS,Soviet Union,1964,,174
3849,URS,Soviet Union,1968,,192
3850,URS,Soviet Union,1972,,214
3851,URS,Soviet Union,1976,,286
3852,URS,Soviet Union,1980,,442
3853,URS,Soviet Union,1988,,300
3854,URS,Taifun,1964,,0
3855,URS,Tornado,1960,,2
3856,URS,Tulilind,1956,,0
3857,URS,Uragan,1952,,0
3858,URS,Viktoriya,1960,,0
3859,URU,Bajazzo,1960,Americas,0
3860,URU,Heidelberg,1936,Americas,0
3861,URU,Nortazo,1948,Americas,0
3862,URU,Uruguay,1924,Americas,14
3863,URU,Uruguay,1928,Americas,17
3864,URU,Uruguay,1932,Americas,1
3865,URU,Uruguay,1936,Americas,0
3866,URU,Uruguay,1948,Americas,3
3867,URU,Uruguay,1952,Americas,14
3868,URU,Uruguay,1956,Americas,12
3869,URU,Uruguay,1960,Americas,0
3870,URU,Uruguay,1964,Americas,1
3871,URU,Uruguay,1968,Americas,0
3872,URU,Uruguay,1972,Americas,0
3873,URU,Uruguay,1976,Americas,0
3874,URU,Uruguay,1984,Americas,0
3875,URU,Uruguay,1988,Americas,0
3876,URU,Uruguay,1992,Americas,0
3877,URU,Uruguay,1996,Americas,0
3878,URU,Uruguay,2000,Americas,1
3879,URU,Uruguay,2004,Americas,0
3880,URU,Uruguay,2008,Americas,0
3881,URU,Uruguay,2012,Americas,0
3882,URU,Uruguay,2016,Americas,0
3883,USA,A North American Team,1900,Americas,1
3884,USA,Angelita,1932,Americas,12
3885,USA,Angelita,1936,Americas,0
3886,USA,Angerburg,1936,Americas,0
3887,USA,Aphrodite,1964,Americas,3
3888,USA,Atalanta Boat Club-1,1904,Americas,2
3889,USA,Atalanta Boat Club-2,1904,Americas,2
3890,USA,"BLO Polo Club, Rugby",1900,Americas,1
3891,USA,Babe,1928,Americas,0
3892,USA,Bingo,1964,Americas,3
3893,USA,Boston Archers,1904,Americas,4
3894,USA,Brentina,2008,Americas,0
3895,USA,"Central Turnverein, Chicago",1904,Americas,6
3896,USA,Century Boat Club-1,1904,Americas,4
3897,USA,Chicago Archers,1904,Americas,0
3898,USA,Chicago Athletic Association,1904,Americas,4
3899,USA,Chicago Athletic Association-2,1904,Americas,11
3900,USA,Christian Brothers' College-1,1904,Americas,11
3901,USA,Cincinnati Archers,1904,Americas,8
3902,USA,Comanche,1952,Americas,2
3903,USA,Complex II,1952,Americas,4
3904,USA,"Concordia Turnverein, St Louis",1904,Americas,0
3905,USA,"Davenport Turngemeinde, Davenport",1904,Americas,0
3906,USA,Formosa,1900,Americas,1
3907,USA,Foxhunters Hurlingham,1900,Americas,2
3908,USA,Frieda,1928,Americas,0
3909,USA,Frimousse,1900,Americas,1
3910,USA,Gallant,1932,Americas,5
3911,USA,Germany/United States,1904,Americas,0
3912,USA,Glider,1964,Americas,2
3913,USA,Hilarius,1948,Americas,2
3914,USA,Independent Rowing Club-3,1904,Americas,2
3915,USA,Jupiter,1932,Americas,2
3916,USA,Kathleen,1956,Americas,2
3917,USA,"La Salle Turnverein, Chicago",1904,Americas,0
3918,USA,Llanoria,1948,Americas,5
3919,USA,Llanoria,1952,Americas,6
3920,USA,Margaret,1948,Americas,2
3921,USA,Milwaukee Athletic Club-1,1904,Americas,5
3922,USA,"Milwaukee Turnverein, Milwaukee",1904,Americas,0
3923,USA,Minotaur,1960,Americas,3
3924,USA,Missouri Athletic Club-3,1904,Americas,11
3925,USA,Mound City Rowing Club-2,1904,Americas,4
3926,USA,Mystery,1936,Americas,0
3927,USA,Mythilus,2008,Americas,0
3928,USA,New York Athletic Club,1904,Americas,5
3929,USA,New York Athletic Club #1-1,1904,Americas,4
3930,USA,New York Athletic Club #2-4,1904,Americas,0
3931,USA,New York Athletic Club-1,1904,Americas,7
3932,USA,New York Athletic Club-4,1904,Americas,0
3933,USA,"New York Turnverein, New York",1904,Americas,6
3934,USA,"Norwegier Turnverein, Brooklyn",1904,Americas,0
3935,USA,"Passaic Turnverein, Passaic",1904,Americas,0
3936,USA,"Philadelphia Turngemeinde, Philadelphia",1904,Americas,5
3937,USA,Potomac Archers,1904,Americas,4
3938,USA,Ravel,2008,Americas,0
3939,USA,Ravenswood Boat Club-2,1904,Americas,2
3940,USA,Rhythm,1948,Americas,0
3941,USA,Rush IV,1956,Americas,0
3942,USA,Seawanhaka Boat Club-1,1904,Americas,2
3943,USA,Shrew II,1960,Americas,2
3944,USA,Skidoo,1952,Americas,0
3945,USA,"Socialer Turnverein, Detroit",1904,Americas,0
3946,USA,"South St Louis Turnverein, St Louis",1904,Americas,0
3947,USA,Spirit III,1956,Americas,0
3948,USA,Spirit VI,1960,Americas,0
3949,USA,St. Louis Amateur Athletic Association,1904,Americas,12
3950,USA,St. Louis Southwest Turnverein #1-2,1904,Americas,5
3951,USA,St. Louis Southwest Turnverein #2-3,1904,Americas,4
3952,USA,St. Rose-2,1904,Americas,12
3953,USA,Three Star Too,1936,Americas,0
3954,USA,Tineke,1956,Americas,0
3955,USA,Trans-Mississippi Golf Association-2,1904,Americas,10
3956,USA,"Turnverein Vorwrts, Chicago",1904,Americas,0
3957,USA,"Turnverein Vorwrts, Cleveland",1904,Americas,0
3958,USA,Union des Socits Franais de Sports Athletiques,1900,Americas,1
3959,USA,United States,1896,Americas,20
3960,USA,United States,1900,Americas,45
3961,USA,United States,1904,Americas,199
3962,USA,United States,1906,Americas,24
3963,USA,United States,1908,Americas,65
3964,USA,United States,1912,Americas,107
3965,USA,United States,1920,Americas,194
3966,USA,United States,1924,Americas,174
3967,USA,United States,1928,Americas,88
3968,USA,United States,1932,Americas,170
3969,USA,United States,1936,Americas,96
3970,USA,United States,1948,Americas,143
3971,USA,United States,1952,Americas,122
3972,USA,United States,1956,Americas,121
3973,USA,United States,1960,Americas,120
3974,USA,United States,1964,Americas,159
3975,USA,United States,1968,Americas,166
3976,USA,United States,1972,Americas,171
3977,USA,United States,1976,Americas,164
3978,USA,United States,1984,Americas,352
3979,USA,United States,1988,Americas,207
3980,USA,United States,1992,Americas,222
3981,USA,United States,1996,Americas,255
3982,USA,United States,2000,Americas,240
3983,USA,United States,2004,Americas,259
3984,USA,United States,2008,Americas,309
3985,USA,United States,2012,Americas,238
3986,USA,United States,2016,Americas,256
3987,USA,United States Golf Association-3,1904,Americas,10
3988,USA,United States-1,1904,Americas,2
3989,USA,United States-1,1924,Americas,4
3990,USA,United States-1,1972,Americas,0
3991,USA,United States-1,1992,Americas,2
3992,USA,United States-1,1996,Americas,2
3993,USA,United States-1,2000,Americas,2
3994,USA,United States-1,2004,Americas,2
3995,USA,United States-1,2008,Americas,6
3996,USA,United States-1,2012,Americas,8
3997,USA,United States-1,2016,Americas,4
3998,USA,United States-10,1904,Americas,0
3999,USA,United States-11,1904,Americas,0
4000,USA,United States-12,1904,Americas,0
4001,USA,United States-13,1904,Americas,0
4002,USA,United States-14,1904,Americas,0
4003,USA,United States-2,1904,Americas,2
4004,USA,United States-2,1924,Americas,4
4005,USA,United States-2,1972,Americas,0
4006,USA,United States-2,1992,Americas,0
4007,USA,United States-2,1996,Americas,2
4008,USA,United States-2,2000,Americas,0
4009,USA,United States-2,2004,Americas,2
4010,USA,United States-2,2008,Americas,2
4011,USA,United States-2,2012,Americas,2
4012,USA,United States-2,2016,Americas,4
4013,USA,United States-3,1904,Americas,2
4014,USA,United States-3,1992,Americas,0
4015,USA,United States-3,1996,Americas,0
4016,USA,United States-4,1904,Americas,2
4017,USA,United States-5,1904,Americas,0
4018,USA,United States-6,1904,Americas,0
4019,USA,United States-7,1904,Americas,0
4020,USA,United States-8,1904,Americas,0
4021,USA,United States-9,1904,Americas,0
4022,USA,United States/France,1900,Americas,1
4023,USA,United States/Great Britain,1900,Americas,1
4024,USA,Vesper Boat Club,1900,Americas,9
4025,USA,Vesper Boat Club,1904,Americas,9
4026,USA,Vim III,1960,Americas,0
4027,USA,Western Golf Association-1,1904,Americas,10
4028,USA,Western Rowing Club-3,1904,Americas,6
4029,USA,Widgeon,1964,Americas,2
4030,UZB,Uzbekistan,1996,Asia,2
4031,UZB,Uzbekistan,2000,Asia,4
4032,UZB,Uzbekistan,2004,Asia,5
4033,UZB,Uzbekistan,2008,Asia,6
4034,UZB,Uzbekistan,2012,Asia,3
4035,UZB,Uzbekistan,2016,Asia,13
